sex,age,race,education,workclass,occupation,salary-class
Male,27,White,Bachelors,Private,Exec-managerial,<=50K
Male,38,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,33,White,HS-grad,Private,Craft-repair,<=50K
Male,25,White,HS-grad,Private,Transport-moving,>50K
Female,38,Black,11th,Private,Other-service,<=50K
Male,23,White,Some-college,Private,Farming-fishing,<=50K
Male,40,White,Assoc-voc,Private,Prof-specialty,<=50K
Female,20,White,Some-college,Private,Sales,<=50K
Male,41,White,HS-grad,Private,Machine-op-inspct,<=50K
Female,44,White,Some-college,Private,Adm-clerical,<=50K
Male,49,White,Bachelors,Self-emp-inc,Adm-clerical,>50K
Female,22,Black,Assoc-acdm,Private,Adm-clerical,<=50K
Female,26,White,Some-college,Private,Adm-clerical,<=50K
Male,47,White,Assoc-acdm,Private,Craft-repair,<=50K
Female,48,White,HS-grad,Private,Other-service,<=50K
Male,28,White,HS-grad,Self-emp-inc,Exec-managerial,<=50K
Male,37,White,Some-college,Federal-gov,Exec-managerial,>50K
Male,44,White,Bachelors,Private,Prof-specialty,<=50K
Male,53,White,Bachelors,Private,Adm-clerical,>50K
Male,36,White,Masters,Private,Exec-managerial,<=50K
Male,77,Other,7th-8th,Private,Machine-op-inspct,<=50K
Male,21,White,HS-grad,Private,Other-service,<=50K
Female,24,Asian-Pac-Islander,Bachelors,Private,Adm-clerical,<=50K
Female,30,White,Assoc-acdm,Private,Tech-support,<=50K
Female,51,White,Assoc-voc,Local-gov,Adm-clerical,<=50K
Female,22,Asian-Pac-Islander,Some-college,Private,Sales,<=50K
Male,23,Asian-Pac-Islander,Some-college,Private,Sales,<=50K
Male,47,White,Doctorate,Private,Exec-managerial,>50K
Male,17,White,12th,Private,Sales,<=50K
Male,48,White,Bachelors,Private,Other-service,>50K
Male,43,White,Some-college,Private,Exec-managerial,>50K
Male,34,White,12th,Private,Craft-repair,<=50K
Female,19,White,HS-grad,Private,Adm-clerical,<=50K
Female,42,White,Some-college,State-gov,Exec-managerial,<=50K
Male,23,Asian-Pac-Islander,Bachelors,Private,Exec-managerial,<=50K
Male,61,White,Prof-school,Self-emp-not-inc,Prof-specialty,>50K
Male,63,White,11th,Private,Other-service,<=50K
Female,65,White,HS-grad,Private,Sales,<=50K
Male,37,White,Assoc-voc,Private,Adm-clerical,>50K
Male,41,White,Assoc-acdm,Local-gov,Tech-support,>50K
Female,21,White,HS-grad,Private,Sales,<=50K
Female,48,White,Bachelors,Local-gov,Adm-clerical,<=50K
Male,51,White,Some-college,State-gov,Sales,>50K
Male,43,White,Bachelors,Private,Sales,<=50K
Male,56,White,Some-college,Self-emp-not-inc,Craft-repair,<=50K
Female,47,White,HS-grad,Private,Adm-clerical,<=50K
Male,26,White,Bachelors,Private,Adm-clerical,<=50K
Female,39,White,Some-college,Private,Other-service,<=50K
Male,45,White,Some-college,Self-emp-not-inc,Farming-fishing,<=50K
Male,49,White,HS-grad,Private,Other-service,<=50K
Male,23,White,HS-grad,Private,Handlers-cleaners,<=50K
Male,69,White,HS-grad,Private,Adm-clerical,<=50K
Male,41,White,Masters,Federal-gov,Exec-managerial,>50K
Male,40,White,HS-grad,Self-emp-not-inc,Exec-managerial,<=50K
Male,25,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,52,White,HS-grad,Private,Handlers-cleaners,<=50K
Female,28,Black,Some-college,Private,Prof-specialty,<=50K
Male,50,White,Assoc-acdm,Federal-gov,Craft-repair,>50K
Female,21,White,Assoc-voc,Private,Tech-support,<=50K
Male,48,White,Some-college,Private,Sales,>50K
Male,27,White,Prof-school,Private,Prof-specialty,>50K
Male,63,White,HS-grad,Private,Craft-repair,<=50K
Male,47,White,Doctorate,State-gov,Prof-specialty,>50K
Male,37,White,Doctorate,Self-emp-not-inc,Prof-specialty,>50K
Female,58,White,HS-grad,Private,Adm-clerical,<=50K
Male,41,White,Some-college,Private,Sales,<=50K
Male,67,White,Some-college,Self-emp-inc,Sales,<=50K
Female,62,White,HS-grad,Self-emp-not-inc,Sales,<=50K
Male,28,White,Some-college,Private,Handlers-cleaners,>50K
Male,26,White,12th,Private,Handlers-cleaners,<=50K
Male,46,White,Prof-school,Self-emp-not-inc,Prof-specialty,>50K
Male,29,White,HS-grad,Private,Craft-repair,<=50K
Male,39,Asian-Pac-Islander,Bachelors,Private,Craft-repair,>50K
Female,25,White,Masters,Private,Prof-specialty,<=50K
Female,20,White,Some-college,Private,Sales,<=50K
Male,21,White,Some-college,Private,Adm-clerical,<=50K
Male,25,White,Bachelors,Private,Prof-specialty,<=50K
Male,44,White,Prof-school,Self-emp-inc,Prof-specialty,>50K
Male,37,White,HS-grad,Private,Adm-clerical,<=50K
Male,50,Asian-Pac-Islander,Masters,Private,Exec-managerial,>50K
Female,29,White,HS-grad,Private,Adm-clerical,<=50K
Female,18,Black,Some-college,Private,Sales,<=50K
Female,32,White,Bachelors,Private,Exec-managerial,<=50K
Female,58,White,Assoc-voc,Private,Adm-clerical,<=50K
Male,50,White,HS-grad,Private,Craft-repair,>50K
Female,29,White,Some-college,Private,Other-service,<=50K
Male,58,White,HS-grad,Private,Exec-managerial,>50K
Female,29,White,Some-college,State-gov,Other-service,<=50K
Male,36,White,HS-grad,Private,Transport-moving,>50K
Male,21,White,HS-grad,Private,Craft-repair,<=50K
Female,49,White,HS-grad,Private,Exec-managerial,<=50K
Female,60,White,Masters,Private,Prof-specialty,<=50K
Male,39,White,Some-college,Private,Sales,>50K
Male,50,White,Assoc-acdm,Private,Craft-repair,>50K
Female,30,White,Some-college,Private,Sales,<=50K
Male,64,White,HS-grad,Local-gov,Transport-moving,<=50K
Female,29,Black,Assoc-acdm,Self-emp-inc,Prof-specialty,<=50K
Male,40,White,Bachelors,Private,Exec-managerial,>50K
Male,42,White,HS-grad,Private,Craft-repair,<=50K
Female,55,White,HS-grad,Private,Sales,<=50K
Male,43,White,HS-grad,Private,Transport-moving,<=50K
Male,28,Black,12th,Private,Sales,<=50K
Male,46,White,Assoc-acdm,State-gov,Tech-support,>50K
Male,34,White,HS-grad,Private,Machine-op-inspct,<=50K
Female,47,White,Masters,Private,Adm-clerical,>50K
Female,43,White,Masters,Self-emp-not-inc,Exec-managerial,<=50K
Female,24,Black,Some-college,Private,Adm-clerical,<=50K
Male,21,White,11th,Private,Craft-repair,<=50K
Male,65,White,Bachelors,Private,Craft-repair,>50K
Male,20,White,Some-college,Private,Other-service,<=50K
Female,31,White,Masters,State-gov,Adm-clerical,<=50K
Male,38,White,HS-grad,State-gov,Adm-clerical,<=50K
Male,22,White,Some-college,Private,Sales,<=50K
Female,20,Other,Some-college,Private,Prof-specialty,<=50K
Male,44,White,Some-college,Private,Sales,<=50K
Female,44,White,Masters,Local-gov,Prof-specialty,<=50K
Male,41,White,Doctorate,Private,Prof-specialty,>50K
Male,38,White,HS-grad,Private,Craft-repair,<=50K
Female,21,White,Some-college,Private,Other-service,<=50K
Female,24,Other,Some-college,Private,Sales,<=50K
Female,24,White,Masters,Private,Prof-specialty,<=50K
Female,28,White,HS-grad,Private,Adm-clerical,<=50K
Female,39,White,Bachelors,Private,Exec-managerial,<=50K
Male,48,White,Some-college,Private,Craft-repair,<=50K
Male,24,White,HS-grad,Local-gov,Protective-serv,<=50K
Male,50,Asian-Pac-Islander,HS-grad,Private,Prof-specialty,>50K
Male,50,White,Some-college,Local-gov,Craft-repair,<=50K
Male,68,White,Some-college,Private,Adm-clerical,<=50K
Male,31,White,Masters,State-gov,Prof-specialty,<=50K
Male,22,White,1st-4th,Private,Craft-repair,<=50K
Male,25,White,HS-grad,Private,Machine-op-inspct,<=50K
Female,28,White,Some-college,Private,Sales,<=50K
Female,17,White,11th,Local-gov,Adm-clerical,<=50K
Female,24,White,Doctorate,State-gov,Prof-specialty,<=50K
Female,20,White,10th,Private,Sales,<=50K
Male,45,White,Assoc-acdm,Federal-gov,Adm-clerical,>50K
Female,44,White,Some-college,Private,Craft-repair,<=50K
Male,57,White,7th-8th,Private,Craft-repair,<=50K
Male,33,White,Bachelors,Private,Sales,>50K
Male,22,Asian-Pac-Islander,Some-college,Private,Protective-serv,<=50K
Female,41,White,HS-grad,Private,Other-service,<=50K
Male,51,White,Bachelors,Self-emp-inc,Exec-managerial,<=50K
Male,46,White,Bachelors,Local-gov,Prof-specialty,<=50K
Female,52,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,50,White,Bachelors,Private,Sales,>50K
Female,26,White,Bachelors,Self-emp-inc,Adm-clerical,<=50K
Female,17,Black,10th,Private,Sales,<=50K
Male,64,White,Some-college,Private,Exec-managerial,<=50K
Male,51,White,HS-grad,Private,Tech-support,>50K
Male,28,White,HS-grad,Self-emp-not-inc,Prof-specialty,<=50K
Female,51,White,Bachelors,Private,Adm-clerical,<=50K
Male,39,White,Bachelors,Self-emp-not-inc,Adm-clerical,<=50K
Female,48,White,Some-college,Private,Other-service,<=50K
Female,44,White,Some-college,Private,Other-service,>50K
Male,47,White,11th,Private,Other-service,<=50K
Female,52,White,HS-grad,Private,Craft-repair,<=50K
Female,58,White,Some-college,Private,Adm-clerical,<=50K
Female,19,White,11th,Private,Other-service,<=50K
Male,40,White,Bachelors,Private,Tech-support,>50K
Male,23,White,Some-college,Private,Adm-clerical,<=50K
Male,31,White,Bachelors,Private,Other-service,<=50K
Male,40,White,Assoc-acdm,Local-gov,Exec-managerial,>50K
Male,48,White,Some-college,Self-emp-inc,Sales,>50K
Female,46,White,Masters,Private,Exec-managerial,>50K
Female,32,Black,HS-grad,Private,Handlers-cleaners,<=50K
Male,50,White,HS-grad,Private,Craft-repair,<=50K
Male,18,White,HS-grad,Private,Machine-op-inspct,<=50K
Female,26,White,Masters,Private,Exec-managerial,<=50K
Female,36,White,Bachelors,Private,Sales,<=50K
Female,26,White,Assoc-voc,Private,Sales,<=50K
Female,19,White,Some-college,Private,Sales,<=50K
Male,53,White,Assoc-acdm,Private,Exec-managerial,>50K
Male,54,Black,Some-college,Private,Sales,<=50K
Female,29,White,Some-college,Private,Adm-clerical,<=50K
Female,37,White,Masters,Private,Prof-specialty,>50K
Male,40,White,Assoc-voc,Private,Transport-moving,>50K
Female,36,Black,Some-college,Private,Adm-clerical,<=50K
Female,18,White,12th,Private,Adm-clerical,<=50K
Male,44,Black,11th,State-gov,Tech-support,<=50K
Female,36,Black,HS-grad,Private,Other-service,<=50K
Male,69,White,Doctorate,State-gov,Prof-specialty,>50K
Male,17,White,12th,Private,Prof-specialty,<=50K
Male,38,White,Assoc-voc,Private,Craft-repair,>50K
Male,27,Black,HS-grad,Private,Machine-op-inspct,<=50K
Male,52,White,Assoc-acdm,Private,Exec-managerial,<=50K
Male,24,White,Assoc-acdm,Private,Sales,<=50K
Female,57,White,Bachelors,Private,Exec-managerial,<=50K
Female,19,White,10th,Private,Machine-op-inspct,<=50K
Male,38,Amer-Indian-Eskimo,HS-grad,Private,Craft-repair,<=50K
Female,46,White,7th-8th,Private,Priv-house-serv,<=50K
Male,21,White,HS-grad,Private,Prof-specialty,>50K
Female,29,White,Some-college,Private,Adm-clerical,<=50K
Male,26,White,HS-grad,Private,Farming-fishing,<=50K
Male,28,White,HS-grad,Private,Farming-fishing,<=50K
Female,26,White,Some-college,Private,Sales,<=50K
Male,49,White,Bachelors,Private,Other-service,<=50K
Male,28,White,Bachelors,Private,Exec-managerial,<=50K
Male,57,White,Some-college,Federal-gov,Other-service,<=50K
Male,60,White,7th-8th,Private,Transport-moving,<=50K
Male,38,White,HS-grad,Private,Adm-clerical,<=50K
Male,51,White,HS-grad,Self-emp-not-inc,Craft-repair,<=50K
Female,60,White,Some-college,Private,Adm-clerical,<=50K
Male,37,White,Bachelors,Private,Exec-managerial,<=50K
Female,44,Black,HS-grad,Federal-gov,Craft-repair,<=50K
Female,19,White,Some-college,Self-emp-not-inc,Other-service,<=50K
Female,59,Asian-Pac-Islander,Masters,Private,Craft-repair,<=50K
Male,50,White,HS-grad,Private,Other-service,<=50K
Male,35,White,Bachelors,Federal-gov,Craft-repair,>50K
Male,46,White,Some-college,Federal-gov,Machine-op-inspct,<=50K
Male,18,Black,Some-college,Private,Sales,<=50K
Male,32,Amer-Indian-Eskimo,5th-6th,Private,Machine-op-inspct,<=50K
Female,32,White,Assoc-voc,Private,Other-service,<=50K
Male,39,White,HS-grad,Private,Craft-repair,>50K
Female,25,White,HS-grad,Private,Craft-repair,<=50K
Male,30,White,Masters,Private,Exec-managerial,>50K
Male,37,White,Bachelors,Private,Tech-support,>50K
Male,38,White,Some-college,Self-emp-inc,Exec-managerial,>50K
Female,36,White,Assoc-acdm,Private,Other-service,<=50K
Male,56,White,Some-college,Private,Sales,>50K
Male,35,White,Bachelors,Federal-gov,Adm-clerical,>50K
Male,56,White,HS-grad,Private,Adm-clerical,<=50K
Male,17,White,10th,Private,Other-service,<=50K
Male,46,White,Masters,Private,Exec-managerial,>50K
Female,56,White,HS-grad,Private,Adm-clerical,<=50K
Male,61,White,12th,State-gov,Craft-repair,<=50K
Male,25,White,Some-college,Private,Sales,<=50K
Female,27,Black,HS-grad,Private,Machine-op-inspct,<=50K
Male,50,White,HS-grad,Self-emp-not-inc,Farming-fishing,<=50K
Male,33,White,Assoc-voc,Self-emp-not-inc,Farming-fishing,<=50K
Male,33,White,Assoc-voc,Private,Craft-repair,>50K
Male,38,White,Some-college,Private,Farming-fishing,<=50K
Male,51,White,11th,Private,Machine-op-inspct,<=50K
Male,27,White,Assoc-acdm,Private,Sales,<=50K
Female,49,White,Masters,Local-gov,Prof-specialty,<=50K
Female,26,Black,HS-grad,Private,Machine-op-inspct,<=50K
Male,42,White,Masters,Private,Exec-managerial,>50K
Male,37,Black,Bachelors,Private,Machine-op-inspct,<=50K
Female,38,White,Some-college,Private,Adm-clerical,<=50K
Male,48,White,HS-grad,Private,Other-service,>50K
Male,33,White,HS-grad,Private,Exec-managerial,<=50K
Male,30,White,HS-grad,Private,Other-service,<=50K
Female,25,White,Bachelors,State-gov,Prof-specialty,<=50K
Male,50,White,Bachelors,Private,Sales,>50K
Male,54,White,HS-grad,Self-emp-inc,Exec-managerial,>50K
Male,37,White,11th,Private,Craft-repair,<=50K
Male,59,White,Bachelors,Self-emp-not-inc,Sales,>50K
Female,17,Black,10th,Private,Sales,<=50K
Female,56,White,HS-grad,Self-emp-not-inc,Adm-clerical,>50K
Male,57,White,HS-grad,Private,Other-service,<=50K
Male,33,Black,10th,Private,Other-service,<=50K
Male,41,White,Masters,Self-emp-not-inc,Craft-repair,<=50K
Female,45,Asian-Pac-Islander,Bachelors,Private,Other-service,<=50K
Male,50,White,HS-grad,Private,Sales,<=50K
Male,18,White,HS-grad,Private,Sales,<=50K
Female,19,White,Some-college,Private,Adm-clerical,<=50K
Female,26,Asian-Pac-Islander,Some-college,Private,Prof-specialty,<=50K
Male,41,White,Some-college,Private,Prof-specialty,>50K
Male,29,White,HS-grad,Private,Craft-repair,<=50K
Male,27,Black,Some-college,Private,Craft-repair,<=50K
Female,35,White,HS-grad,Private,Adm-clerical,<=50K
Male,37,White,Bachelors,Private,Craft-repair,>50K
Male,22,White,11th,Private,Adm-clerical,<=50K
Female,25,White,10th,Private,Priv-house-serv,<=50K
Male,26,White,HS-grad,Private,Sales,<=50K
Male,27,White,HS-grad,Local-gov,Protective-serv,<=50K
Male,26,White,Bachelors,Private,Adm-clerical,<=50K
Male,51,White,HS-grad,Private,Craft-repair,<=50K
Male,45,Asian-Pac-Islander,HS-grad,Private,Exec-managerial,>50K
Male,60,White,HS-grad,Private,Sales,<=50K
Male,35,White,Some-college,Private,Exec-managerial,>50K
Male,24,White,HS-grad,Private,Machine-op-inspct,<=50K
Female,40,White,HS-grad,Local-gov,Craft-repair,<=50K
Male,44,Black,Bachelors,Private,Prof-specialty,>50K
Female,65,White,HS-grad,Private,Exec-managerial,<=50K
Female,52,White,Some-college,Self-emp-inc,Adm-clerical,>50K
Female,38,White,HS-grad,Private,Craft-repair,<=50K
Female,18,White,11th,Private,Sales,<=50K
Male,24,White,Assoc-voc,Private,Machine-op-inspct,<=50K
Male,52,White,Some-college,Private,Exec-managerial,<=50K
Male,21,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,67,White,Doctorate,Self-emp-not-inc,Sales,>50K
Female,64,White,Some-college,Self-emp-not-inc,Craft-repair,<=50K
Male,25,Black,Some-college,Private,Exec-managerial,<=50K
Male,34,White,Masters,Federal-gov,Adm-clerical,>50K
Male,39,White,HS-grad,Self-emp-not-inc,Farming-fishing,<=50K
Male,26,White,HS-grad,Private,Handlers-cleaners,<=50K
Male,19,White,10th,Private,Farming-fishing,<=50K
Male,35,White,HS-grad,Private,Exec-managerial,>50K
Female,26,White,Masters,Private,Prof-specialty,<=50K
Male,38,White,HS-grad,Private,Other-service,<=50K
Male,45,White,Some-college,Private,Machine-op-inspct,<=50K
Female,18,White,11th,Private,Other-service,<=50K
Female,51,White,Some-college,Private,Adm-clerical,<=50K
Female,36,Black,HS-grad,Private,Other-service,<=50K
Male,37,White,Assoc-voc,Local-gov,Protective-serv,<=50K
Male,37,White,Bachelors,Private,Exec-managerial,>50K
Female,39,White,HS-grad,Federal-gov,Adm-clerical,>50K
Male,21,White,Some-college,Private,Other-service,<=50K
Male,46,White,Doctorate,State-gov,Prof-specialty,>50K
Female,33,White,HS-grad,Private,Sales,<=50K
Female,23,Black,Bachelors,Private,Adm-clerical,<=50K
Male,52,Black,HS-grad,Self-emp-not-inc,Sales,<=50K
Female,28,White,HS-grad,Private,Adm-clerical,<=50K
Male,23,White,Some-college,State-gov,Prof-specialty,<=50K
Male,48,White,Some-college,Self-emp-inc,Exec-managerial,>50K
Female,17,White,11th,Private,Sales,<=50K
Female,22,White,Some-college,Self-emp-not-inc,Prof-specialty,<=50K
Male,40,White,HS-grad,Private,Craft-repair,<=50K
Male,90,White,10th,Private,Exec-managerial,<=50K
Female,28,White,HS-grad,Private,Sales,<=50K
Male,44,White,HS-grad,Private,Transport-moving,<=50K
Male,29,White,Bachelors,Private,Other-service,>50K
Male,45,White,Assoc-voc,Private,Exec-managerial,>50K
Male,43,Black,HS-grad,Private,Machine-op-inspct,>50K
Male,49,White,Bachelors,Federal-gov,Exec-managerial,>50K
Male,27,White,Bachelors,Private,Tech-support,<=50K
Female,60,White,HS-grad,Self-emp-not-inc,Craft-repair,<=50K
Female,33,Other,HS-grad,Private,Machine-op-inspct,<=50K
Male,53,White,10th,Self-emp-not-inc,Craft-repair,>50K
Male,19,White,Some-college,Private,Sales,<=50K
Male,28,White,HS-grad,Self-emp-not-inc,Farming-fishing,<=50K
Male,22,White,Assoc-acdm,Private,Handlers-cleaners,<=50K
Male,48,White,HS-grad,Self-emp-not-inc,Transport-moving,<=50K
Female,19,White,Some-college,Private,Other-service,<=50K
Female,28,White,Assoc-voc,Private,Other-service,<=50K
Male,58,Black,Some-college,Private,Sales,<=50K
Female,19,White,Some-college,Self-emp-not-inc,Craft-repair,<=50K
Male,22,White,Some-college,Private,Craft-repair,<=50K
Male,52,White,Prof-school,Self-emp-not-inc,Prof-specialty,>50K
Male,31,White,Bachelors,Private,Machine-op-inspct,<=50K
Male,50,White,Doctorate,Self-emp-not-inc,Prof-specialty,<=50K
Male,62,White,HS-grad,Private,Craft-repair,<=50K
Male,26,White,Bachelors,Private,Prof-specialty,<=50K
Female,64,White,HS-grad,State-gov,Adm-clerical,<=50K
Male,38,White,Some-college,Private,Craft-repair,<=50K
Male,44,White,Prof-school,Private,Prof-specialty,>50K
Female,28,White,HS-grad,Self-emp-not-inc,Exec-managerial,<=50K
Female,19,White,HS-grad,Private,Other-service,<=50K
Female,39,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,50,White,10th,Private,Craft-repair,>50K
Female,39,White,Masters,Self-emp-inc,Prof-specialty,>50K
Male,36,White,Bachelors,Private,Tech-support,<=50K
Male,39,White,Assoc-voc,Private,Handlers-cleaners,<=50K
Female,51,White,Assoc-acdm,Self-emp-inc,Sales,<=50K
Female,28,White,HS-grad,Private,Other-service,<=50K
Male,57,White,Prof-school,Self-emp-not-inc,Prof-specialty,>50K
Female,40,Black,Prof-school,Local-gov,Prof-specialty,<=50K
Female,27,White,Some-college,Private,Sales,<=50K
Male,32,White,Some-college,Private,Sales,<=50K
Female,49,White,HS-grad,State-gov,Exec-managerial,<=50K
Female,34,White,10th,Self-emp-not-inc,Other-service,<=50K
Male,24,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,54,White,7th-8th,Private,Machine-op-inspct,<=50K
Male,52,White,12th,Private,Craft-repair,<=50K
Female,43,White,11th,Private,Handlers-cleaners,<=50K
Male,35,White,Some-college,Private,Machine-op-inspct,<=50K
Male,56,White,HS-grad,Private,Transport-moving,<=50K
Male,30,White,HS-grad,Private,Craft-repair,<=50K
Female,54,White,HS-grad,Private,Other-service,<=50K
Male,35,Asian-Pac-Islander,Bachelors,Private,Sales,<=50K
Female,32,Black,Some-college,Private,Adm-clerical,<=50K
Male,44,White,Bachelors,Self-emp-inc,Exec-managerial,>50K
Female,32,White,HS-grad,Private,Other-service,<=50K
Male,60,White,12th,Private,Adm-clerical,<=50K
Male,40,White,Some-college,Private,Other-service,<=50K
Male,50,Black,7th-8th,Private,Machine-op-inspct,<=50K
Male,58,White,9th,Private,Handlers-cleaners,>50K
Male,41,White,HS-grad,Private,Craft-repair,>50K
Male,28,White,HS-grad,Private,Sales,>50K
Male,53,White,HS-grad,Private,Adm-clerical,<=50K
Female,45,White,HS-grad,Private,Sales,<=50K
Female,23,White,HS-grad,Private,Handlers-cleaners,<=50K
Male,25,White,Some-college,Private,Sales,<=50K
Male,40,White,Some-college,Self-emp-not-inc,Craft-repair,>50K
Female,28,White,Bachelors,Private,Exec-managerial,<=50K
Male,27,White,12th,Private,Transport-moving,<=50K
Male,19,White,Some-college,Local-gov,Adm-clerical,<=50K
Male,24,Black,HS-grad,Private,Handlers-cleaners,<=50K
Male,38,White,Bachelors,Private,Prof-specialty,<=50K
Female,24,Black,Masters,State-gov,Adm-clerical,<=50K
Male,18,Black,11th,Private,Other-service,<=50K
Female,58,White,HS-grad,Private,Exec-managerial,<=50K
Male,35,White,Masters,Private,Prof-specialty,>50K
Female,43,White,9th,Private,Machine-op-inspct,<=50K
Male,45,Black,HS-grad,Private,Machine-op-inspct,<=50K
Male,24,White,HS-grad,Private,Sales,<=50K
Male,63,Black,9th,Private,Farming-fishing,<=50K
Male,40,White,9th,Private,Machine-op-inspct,<=50K
Male,21,White,Bachelors,Private,Other-service,<=50K
Male,20,White,Some-college,State-gov,Other-service,<=50K
Female,42,White,HS-grad,Private,Machine-op-inspct,>50K
Male,47,White,HS-grad,Federal-gov,Craft-repair,<=50K
Male,48,White,HS-grad,Self-emp-inc,Craft-repair,<=50K
Male,61,White,7th-8th,Private,Transport-moving,<=50K
Male,35,White,Bachelors,State-gov,Exec-managerial,>50K
Female,46,White,Some-college,Private,Farming-fishing,<=50K
Male,18,White,12th,Private,Other-service,<=50K
Male,28,White,Bachelors,Self-emp-not-inc,Prof-specialty,>50K
Female,20,White,HS-grad,Private,Other-service,<=50K
Male,28,White,HS-grad,Private,Transport-moving,<=50K
Male,57,White,HS-grad,Private,Sales,<=50K
Male,56,White,7th-8th,Private,Craft-repair,<=50K
Male,33,White,HS-grad,Private,Craft-repair,<=50K
Male,19,White,HS-grad,Private,Handlers-cleaners,<=50K
Male,29,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,30,White,Some-college,Private,Craft-repair,<=50K
Female,53,White,Bachelors,Local-gov,Prof-specialty,<=50K
Female,25,White,1st-4th,Private,Priv-house-serv,<=50K
Male,44,White,HS-grad,State-gov,Protective-serv,<=50K
Male,22,White,Some-college,Private,Handlers-cleaners,<=50K
Male,40,White,HS-grad,Private,Craft-repair,<=50K
Male,30,White,7th-8th,Self-emp-not-inc,Farming-fishing,<=50K
Female,51,White,Assoc-voc,Private,Adm-clerical,<=50K
Female,17,White,11th,Private,Priv-house-serv,<=50K
Male,46,White,Bachelors,Local-gov,Protective-serv,>50K
Male,50,White,Some-college,State-gov,Adm-clerical,>50K
Female,34,White,Some-college,Private,Exec-managerial,<=50K
Male,41,White,Bachelors,Federal-gov,Adm-clerical,<=50K
Male,32,Other,Bachelors,Private,Other-service,<=50K
Male,32,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,47,White,Some-college,Private,Prof-specialty,<=50K
Male,50,White,Some-college,Private,Sales,<=50K
Female,77,White,7th-8th,Private,Priv-house-serv,<=50K
Male,33,White,HS-grad,Private,Exec-managerial,<=50K
Male,47,White,HS-grad,Self-emp-inc,Machine-op-inspct,<=50K
Male,64,White,11th,Private,Transport-moving,<=50K
Male,34,White,HS-grad,Private,Exec-managerial,<=50K
Female,34,Black,HS-grad,Local-gov,Prof-specialty,<=50K
Female,67,White,Masters,Local-gov,Exec-managerial,>50K
Male,37,White,HS-grad,Local-gov,Other-service,<=50K
Male,34,White,Bachelors,Private,Prof-specialty,>50K
Male,50,White,Doctorate,Self-emp-not-inc,Sales,<=50K
Male,60,White,Bachelors,Private,Exec-managerial,>50K
Female,46,White,Bachelors,Local-gov,Prof-specialty,<=50K
Male,44,White,Bachelors,Private,Craft-repair,>50K
Female,43,White,HS-grad,Private,Sales,<=50K
Male,48,White,Masters,Private,Prof-specialty,>50K
Female,36,White,HS-grad,Private,Adm-clerical,<=50K
Female,48,White,Some-college,Private,Adm-clerical,<=50K
Male,37,White,Some-college,Private,Adm-clerical,<=50K
Male,51,White,Masters,Private,Sales,>50K
Male,52,White,Masters,Private,Prof-specialty,>50K
Female,27,Asian-Pac-Islander,5th-6th,Private,Sales,<=50K
Male,43,White,Masters,Local-gov,Exec-managerial,>50K
Male,23,Black,HS-grad,Private,Other-service,<=50K
Male,66,White,Assoc-acdm,Private,Machine-op-inspct,>50K
Female,37,White,10th,Self-emp-not-inc,Other-service,<=50K
Female,35,White,Some-college,Private,Adm-clerical,<=50K
Male,42,White,Bachelors,Local-gov,Prof-specialty,>50K
Female,49,White,10th,Private,Other-service,<=50K
Female,51,White,Bachelors,Local-gov,Prof-specialty,>50K
Male,71,White,HS-grad,Federal-gov,Exec-managerial,<=50K
Female,50,White,Masters,Local-gov,Prof-specialty,>50K
Female,63,White,HS-grad,Private,Adm-clerical,<=50K
Female,41,White,Masters,State-gov,Prof-specialty,<=50K
Female,24,White,Some-college,State-gov,Machine-op-inspct,<=50K
Female,41,White,Some-college,Local-gov,Other-service,<=50K
Male,33,White,Assoc-acdm,Local-gov,Adm-clerical,<=50K
Male,42,Black,Some-college,Local-gov,Craft-repair,<=50K
Male,23,Asian-Pac-Islander,Bachelors,Private,Sales,<=50K
Female,49,White,Assoc-voc,Private,Prof-specialty,<=50K
Male,28,White,12th,Self-emp-not-inc,Craft-repair,<=50K
Male,31,White,5th-6th,Private,Handlers-cleaners,<=50K
Male,28,Black,Bachelors,Private,Adm-clerical,<=50K
Male,37,White,11th,Private,Craft-repair,<=50K
Male,19,White,Some-college,Private,Exec-managerial,<=50K
Male,51,White,Bachelors,Local-gov,Prof-specialty,<=50K
Male,25,White,Assoc-voc,Private,Sales,<=50K
Male,49,White,HS-grad,Self-emp-inc,Exec-managerial,<=50K
Female,47,White,HS-grad,Private,Sales,<=50K
Male,48,White,HS-grad,Local-gov,Other-service,<=50K
Female,41,White,HS-grad,Local-gov,Adm-clerical,<=50K
Female,32,White,HS-grad,Private,Adm-clerical,<=50K
Male,46,Black,HS-grad,Private,Handlers-cleaners,<=50K
Female,17,White,10th,Private,Sales,<=50K
Male,34,White,11th,Private,Handlers-cleaners,<=50K
Female,44,White,HS-grad,Private,Adm-clerical,<=50K
Female,23,White,Assoc-acdm,Private,Other-service,<=50K
Male,35,Asian-Pac-Islander,Some-college,Private,Prof-specialty,<=50K
